Symbol,sys_name,SGD,WT_SSL,WT_HL,CBC_SSL,CBC1_HL,RRP6_SSL,RRP6-HL
NA,YGR122C-A ,YGR122C-A ,56.7,17.02,58.1,N.A.,27.5,48.5
NA,YGR122C-A ,YGR122C-A ,1.4,N.A.,29,4.76,3.7,10.48
NA,YGR122W ,YGR122W ,128.1,36.55,126.5,59.42,109.9,N.A.
PPT1,YGR123C ,YGR123C ,562.7,21.58,438.2,51.43,517,13.6
ASN2,YGR124W ,YGR124W ,6200.5,23.47,5089.1,62.06,5038.5,29.86
NA,YGR125W ,YGR125W ,665.2,18.41,827.6,19.38,754.4,24.1
NA,YGR126W ,YGR126W ,9.4,N.A.,7.1,10.83,10.3,N.A.
NA,YGR127W ,YGR127W ,251.3,N.A.,374.4,41.65,361.8,N.A.
UTP8,YGR128C ,YGR128C ,560.5,8.4,461.4,24.8,654.4,9.41
SYF2,YGR129W ,YGR129W ,134.7,10.36,198.1,23.66,166.8,18.49
NA,YGR130C ,YGR130C ,134.4,N.A.,239.6,N.A.,164.9,N.A.
NA,YGR131W ,YGR131W ,188.2,50.58,195.3,41.45,252.4,N.A.
PHB1,YGR132C ,YGR132C ,944.4,25.97,1115.3,294.31,1015,63.54
PEX4,YGR133W ,YGR133W ,169.1,24.92,158.9,29.28,165.5,31.03
CAF130,YGR134W ,YGR134W ,377.6,12.73,355.8,20.05,398.1,14.43
PRE9,YGR135W ,YGR135W ,1779.9,25.69,2067.1,48.11,1653.9,24.35
LSB1,YGR136W ,YGR136W ,2184.3,N.A.,3268.2,N.A.,2001.2,N.A.
LSB1,YGR136W ,YGR136W ,850.6,N.A.,1240.5,119.88,1186.9,N.A.
NA,YGR137W ,YGR137W ,173.8,89.93,323.4,N.A.,466.4,65.02
TPO2,YGR138C ,YGR138C ,169.5,N.A.,197.3,61.02,362.3,N.A.
NA,YGR139W ,YGR139W ,7.8,N.A.,37.1,9.33,47.5,N.A.
CBF2,YGR140W ,YGR140W ,138.6,11.78,160.8,24.82,204.7,9.04
VPS62,YGR141W ,YGR141W ,231.6,15.7,163.9,103.51,121.3,29.58
BTN2,YGR142W ,YGR142W ,543.3,N.A.,586.4,N.A.,1605.1,N.A.
SKN1,YGR143W ,YGR143W ,265,N.A.,273.1,67.08,249.7,N.A.
THI4,YGR144W ,YGR144W ,171.4,38.95,372.3,34.14,224.9,N.A.
ENP2,YGR145W ,YGR145W ,600.5,17.41,636.5,19.01,833.9,13.07
NA,YGR146C ,YGR146C ,585,N.A.,991.7,N.A.,1186.4,N.A.
NAT2,YGR147C ,YGR147C ,889.9,38.89,1162.6,35.08,892.6,29.83
RPL24B,YGR148C ,YGR148C ,18338.6,156.86,19122.2,36.34,13750.3,77.34
NA,YGR149W ,YGR149W ,561.7,152.28,502,123.45,441.5,N.A.
NA,YGR150C ,YGR150C ,199.6,39.28,212.3,N.A.,241.2,32.39
NA,YGR151C ,YGR151C ,1050.3,20.6,1243.1,33.23,862.6,25.03
NA,YGR151C ,YGR151C ,679.6,22.7,1024.2,25.93,426.2,43.48
RSR1,YGR152C ,YGR152C ,144.9,21.77,141.1,46.93,155,13.81
NA,YGR153W ,YGR153W ,31.2,34.55,45,142.61,26,N.A.
NA,YGR154C ,YGR154C ,82.8,N.A.,74.7,39.21,131.9,1234.94
CYS4,YGR155W ,YGR155W ,6221,71.6,5016.1,56.71,4320.8,52.49
PTI1,YGR156W ,YGR156W ,148.4,7.98,175.2,18.07,150.4,51.94
CHO2,YGR157W ,YGR157W ,3065.9,33.38,2320.4,48.62,2498.4,N.A.
MTR3,YGR158C ,YGR158C ,229.6,6.31,308.6,14.34,212.1,3.87
NSR1,YGR159C ,YGR159C ,4347.1,6.39,3948.1,11.65,4118.4,6.81
FYV13,YGR160W ,YGR160W ,38.7,5.12,74.4,18.96,36.5,12.42
NA,YGR161C ,YGR161C ,123.1,N.A.,352,N.A.,365.3,N.A.
TIF4631,YGR162W ,YGR162W ,730.3,11.08,1022.8,60.57,1070.1,13.07
GTR2,YGR163W ,YGR163W ,174.4,17.57,223.3,58.18,271.3,23.69
NA,YGR164W ,YGR164W ,27.1,23.21,7,N.A.,21.2,7.4
NA,YGR165W ,YGR165W ,1692.8,31.09,1406.3,158.63,1207.8,95.23
KRE11,YGR166W ,YGR166W ,238,8.37,287.7,22.13,376.5,15.53
CLC1,YGR167W ,YGR167W ,1271,16.33,1485.1,38.51,1551.2,41.08
NA,YGR168C ,YGR168C ,136.9,45.51,285.4,10.88,246.5,18.52
PUS6,YGR169C ,YGR169C ,637.5,18.53,688.6,37.79,419.6,29.52
PSD2,YGR170W ,YGR170W ,164.4,12.58,291,23.09,329.7,14.17
MSM1,YGR171C ,YGR171C ,562.2,18.75,518.1,36.08,482.2,28.74
YIP1,YGR172C ,YGR172C ,600.8,14.71,696.2,N.A.,675.7,35.7
NA,YGR173W ,YGR173W ,1045.3,9.33,1191.5,23.68,1220.2,15.83
CBP4,YGR174C ,YGR174C ,313.1,204.34,565,40.38,326.7,41.06
ERG1,YGR175C ,YGR175C ,3039.1,18.45,3388.8,30.22,2732.9,21.16
NA,YGR176W ,YGR176W ,9.8,61.79,3.8,N.A.,8.1,N.A.
ATF2,YGR177C ,YGR177C ,583.8,14.37,514.7,16.9,675.6,12.43
PBP1,YGR178C ,YGR178C ,2263.3,43.56,2383.3,39.84,1397,62.83
OKP1,YGR179C ,YGR179C ,174.2,75.97,243,49.76,207.4,74.79
RNR4,YGR180C ,YGR180C ,6324.2,73.99,5658.5,91.87,5457.6,72.03
