Symbol,sys_name,SGD,WT_SSL,WT_HL,CBC_SSL,CBC1_HL,RRP6_SSL,RRP6-HL
HRP1,YOL123W ,YOL123W ,2295.2,125.69,2949.3,61.96,3562.6,47.08
NA,YOL124C ,YOL124C ,868.8,7.25,990.9,12.39,776.6,10.43
NA,YOL125W ,YOL125W ,223.5,11.59,310.9,16.31,288.2,15.57
MDH2,YOL126C ,YOL126C ,942.6,48.49,849.8,40.24,378.2,N.A.
RPL25,YOL127W ,YOL127W ,12500.5,27.12,12858.2,39.85,10108.1,29.67
YGK3,YOL128C ,YOL128C ,216.5,16.47,248.2,8.37,303.4,11.48
VPS68,YOL129W ,YOL129W ,2662.9,31.97,3411,34.66,2428.2,68.57
ALR1,YOL130W ,YOL130W ,590.7,15.7,924.4,15.26,1175.1,19.3
NA,YOL131W ,YOL131W ,5.6,7.72,1.5,13.99,19.6,37.52
GAS4,YOL132W ,YOL132W ,163.2,24.86,60.8,N.A.,60.7,51.75
HRT1,YOL133W ,YOL133W ,1000.2,20.75,1323.2,44.28,1280.8,31.75
NA,YOL134C ,YOL134C ,56.2,59.03,33.7,N.A.,71.8,78.56
MED7,YOL135C ,YOL135C ,213.4,36.94,365.3,44.15,249,26.17
PFK27,YOL136C ,YOL136C ,265,13.81,314,58.71,412.6,62.8
NA,YOL137W ,YOL137W ,138.7,9.47,117.4,30.32,240.1,12.81
NA,YOL138C ,YOL138C ,109.9,23.5,222.4,19.73,277.6,17.13
CDC33,YOL139C ,YOL139C ,2568.2,17.75,5032.5,35.03,3977.3,15.99
ARG8,YOL140W ,YOL140W ,154.4,21.48,189.6,48.2,374.4,12.82
PPM2,YOL141W ,YOL141W ,53.2,48.97,67.5,42.7,139.4,13.66
RRP40,YOL142W ,YOL142W ,706.7,17.32,1213.5,35.97,1096.4,16.97
RIB4,YOL143C ,YOL143C ,2431.4,20.49,1951.5,60.27,1356.9,59.56
NOP8,YOL144W ,YOL144W ,400.9,6.23,414.9,14.95,489.5,7.95
CTR9,YOL145C ,YOL145C ,59.6,20.35,85.4,20.6,93.9,30.09
NA,YOL146W ,YOL146W ,628.7,15,752.8,53.3,427.9,40.59
PEX11,YOL147C ,YOL147C ,985.1,41.01,1041.3,120.4,836.5,72.18
SPT20,YOL148C ,YOL148C ,90.6,125.12,137.4,16.17,147.8,45.2
DCP1,YOL149W ,YOL149W ,274,19.27,356.4,38.27,292.9,28.94
NA,YOL150C ,YOL150C ,88.8,N.A.,83.2,N.A.,77.7,N.A.
GRE2,YOL151W ,YOL151W ,198.3,N.A.,496.8,N.A.,241.8,N.A.
FRE7,YOL152W ,YOL152W ,43.6,N.A.,103.1,31.58,159.3,N.A.
NA,YOL153C ,YOL153C ,18,N.A.,38.6,137.48,25.7,N.A.
ZPS1,YOL154W ,YOL154W ,531.7,N.A.,185.3,N.A.,271.6,N.A.
NA,YOL155C ,YOL155C ,3976.3,124.64,2630.3,134.86,2755.9,301.04
NA,YOL155C ,YOL155C ,3189.4,131.04,2234.2,78.18,2477.8,N.A.
ENB1,YOL158C ,YOL158C ,5979.7,N.A.,3252,31.86,2970.9,N.A.
NA,YOL159C ,YOL159C ,266.6,26.29,455.3,25.12,298.5,46.71
NA,YOL160W ,YOL160W ,33.1,21.4,6.2,10.36,85.7,10.65
NA,YOL161C ,YOL161C ,195.3,N.A.,244.5,14.09,396.6,17.8
NA,YOL162W ,YOL162W ,114.6,27.34,27.5,24.14,124.8,N.A.
NA,YOL163W ,YOL163W ,60.8,N.A.,24.5,N.A.,105.1,N.A.
NA,YOL164W ,YOL164W ,195.3,24.86,141.2,30.91,128,72.28
AAD15,YOL165C ,YOL165C ,132.2,12.04,205.4,11.9,383.8,35.55
NA,YOL166C ,YOL166C ,6,N.A.,2,N.A.,57.8,27.13
NA,YOLCDELTA1 ,YOLCDELTA1 ,0.9,10.96,0.5,N.A.,0.5,16.18
NA,YOLCDELTA2 ,YOLCDELTA2 ,11.3,7.5,4.6,15.35,22.3,6.93
NA,YOLCDELTA3 ,YOLCDELTA3 ,72.5,50.51,127.3,47.92,170.2,30.94
NA,YOLCDELTA7 ,YOLCDELTA7 ,3.1,19.41,1.9,N.A.,2,N.A.
NA,YOLCDELTA7 ,YOLCDELTA7 ,70.7,15.41,54.2,N.A.,84.5,13.48
NA,YOLCDELTA8 ,YOLCDELTA8 ,29.3,7.63,69.3,24.89,81.5,142.78
NA,YOLCDELTA9 ,YOLCDELTA9 ,2.6,16.9,1.3,32.5,1.3,5548.86
NA,YOLWDELTA10 ,YOLWDELTA10 ,35.8,12.36,11.1,N.A.,117.3,22.9
NA,YOLWDELTA4 ,YOLWDELTA4 ,3355.2,9.93,2217.2,27.94,3516.4,21.85
NA,YOLWDELTA5 ,YOLWDELTA5 ,3468.3,17.06,2112.7,56.66,3876.1,40.35
NA,YOLWDELTA6 ,YOLWDELTA6 ,30,4.15,34.8,4.01,9.8,9.76
NA,YOLWSIGMA1 ,YOLWSIGMA1 ,3.4,8.75,1.6,N.A.,2.1,46.16
NA,YOLWSIGMA2 ,YOLWSIGMA2 ,1.7,35.75,1.8,59.37,2.4,38.36
NA,YOLWSIGMA2 ,YOLWSIGMA2 ,2.7,35.59,2.1,N.A.,5.4,12.8
NA,YOLWTAU1 ,YOLWTAU1 ,115.3,50.79,183.6,29.49,183.4,14.5
NA,YOLWTY1-1 ,YOLWTY1-1 ,10384.3,19.64,10515.2,24.13,11705.3,44.46
NA,YOLWTY1-1 ,YOLWTY1-1 ,4481.8,17.98,3568.6,26.92,4721.2,31.72
RRP6,YOR001W ,YOR001W ,279.7,22.23,266.9,27.32,157.5,49.59
ALG6,YOR002W ,YOR002W ,719.3,30.57,804.4,27.11,619.3,51
YSP3,YOR003W ,YOR003W ,203,39.57,205.6,33.17,206.9,24.96
NA,YOR004W ,YOR004W ,2023.1,11.74,2427.7,20.25,2006.5,11.68
DNL4,YOR005C ,YOR005C ,210.7,27.14,117.9,121.85,137.6,110.13
NA,YOR006C ,YOR006C ,97,17.42,161.7,25.42,83.5,39.28
SGT2,YOR007C ,YOR007C ,5347,37.33,5825.4,N.A.,5114.1,N.A.
SLG1,YOR008C ,YOR008C ,566.8,62.97,531.1,47.51,379.1,N.A.
NA,YOR008C-A ,YOR008C-A ,13.9,N.A.,4.6,316.69,55.2,93.11
TIR4,YOR009W ,YOR009W ,443.2,152.88,436.8,21.4,795.2,40.11
TIR2,YOR010C ,YOR010C ,1426.6,N.A.,1223.7,62.32,1727.4,59.24
AUS1,YOR011W ,YOR011W ,354.1,13.67,197.2,17.14,125.7,26.98
NA,YOR012W ,YOR012W ,53.3,62.97,93.5,19.72,41.1,N.A.
NA,YOR012W ,YOR012W ,78.3,20.8,157.5,11.01,100.7,8.84
NA,YOR013W ,YOR013W ,225.3,26.29,331.2,10.69,127.8,106.3
RTS1,YOR014W ,YOR014W ,250.6,21.42,312.8,29.16,366.6,72.56
NA,YOR015W ,YOR015W ,1207.1,32.34,1273.6,24.05,1170.6,47.95
ERP4,YOR016C ,YOR016C ,422.9,20.03,394,37.75,405.8,71.85
PET127,YOR017W ,YOR017W ,828.7,21.36,747.2,23.16,503.3,46.92
ROD1,YOR018W ,YOR018W ,293.4,39.63,352,13.82,272.7,N.A.
NA,YOR019W ,YOR019W ,104.4,271.54,102.4,35.42,84.2,42.04
HSP10,YOR020C ,YOR020C ,8889.9,93.44,7271.9,58.93,5754.7,N.A.
NA,YOR021C ,YOR021C ,1879.7,16.9,1893.2,26.45,1324.9,22.44
NA,YOR022C ,YOR022C ,78.9,38.75,84.9,13.41,68.4,43.24
AHC1,YOR023C ,YOR023C ,252.3,40.34,237.2,30.86,325.3,112.72
NA,YOR024W ,YOR024W ,34.7,16.71,38.9,58.19,32.9,31.59
HST3,YOR025W ,YOR025W ,97.2,21.34,259.3,17.97,295.3,11.93
BUB3,YOR026W ,YOR026W ,145,19.39,538.2,23.23,450,10.16
STI1,YOR027W ,YOR027W ,4330.8,N.A.,5124.3,N.A.,5253.7,N.A.
CIN5,YOR028C ,YOR028C ,441,N.A.,831.3,N.A.,374.3,N.A.
NA,YOR029W ,YOR029W ,46.6,48.72,8.4,N.A.,56.3,7.74
DFG16,YOR030W ,YOR030W ,15.2,15.96,8.8,N.A.,53.5,10.02
CRS5,YOR031W ,YOR031W ,192,56.47,274.8,27.98,396.2,52.13
HMS1,YOR032C ,YOR032C ,83.9,N.A.,121.8,306.11,56.7,178.67
EXO1,YOR033C ,YOR033C ,256.7,17.15,340.8,34.28,392.3,17.18
AKR2,YOR034C ,YOR034C ,164.7,26.06,194.4,13.6,182.5,35.25
SHE4,YOR035C ,YOR035C ,252,99.14,258.4,43.59,210.9,105.83
PEP12,YOR036W ,YOR036W ,109.6,N.A.,251.2,172.64,186,N.A.
CYC2,YOR037W ,YOR037W ,203.8,75.52,360.7,42.66,230.5,1057.09
HIR2,YOR038C ,YOR038C ,713.8,10.69,716.8,8.75,484.2,13.75
CKB2,YOR039W ,YOR039W ,1069.6,27.91,1657,89.24,1639.7,41.51
GLO4,YOR040W ,YOR040W ,92.8,44.38,85.9,N.A.,127.6,N.A.
NA,YOR041C ,YOR041C ,95.8,71.96,61.2,12.37,655,27.71
CUE5,YOR042W ,YOR042W ,462,99.87,486.7,N.A.,148.9,31.19
WHI2,YOR043W ,YOR043W ,624.3,14.3,791.9,12.65,555.5,14.84
NA,YOR044W ,YOR044W ,338.5,10.29,426.7,12.44,366.3,15.17
TOM6,YOR045W ,YOR045W ,10671,33.06,10440,32.03,6948.8,26.59
DBP5,YOR046C ,YOR046C ,3046.9,39.15,3061.2,67.49,1801,75.31
STD1,YOR047C ,YOR047C ,781.9,8.24,1004.4,11.64,702.1,33.75
RAT1,YOR048C ,YOR048C ,379.1,14.61,360.2,31.75,379.8,26.37
NA,YOR049C ,YOR049C ,60.1,N.A.,77.8,N.A.,64.7,N.A.
NA,YOR050C ,YOR050C ,126.8,26.49,43.5,N.A.,89.4,55.68
NA,YOR051C ,YOR051C ,885.7,44.51,614,259.91,492.6,54.52
NA,YOR052C ,YOR052C ,1033.8,N.A.,1238.3,N.A.,1234.3,N.A.
NA,YOR053W ,YOR053W ,141.2,N.A.,94.5,8165.46,116.8,N.A.
NA,YOR054C ,YOR054C ,164.3,115.85,180.3,53.62,167.4,N.A.
NA,YOR055W ,YOR055W ,26.1,42.55,18.7,17.09,61.5,50.16
NOB1,YOR056C ,YOR056C ,617.5,9.26,594,17.6,587.8,12.03
SGT1,YOR057W ,YOR057W ,211.4,87.31,366.6,38.88,424.2,82.62
ASE1,YOR058C ,YOR058C ,145,27.04,228.7,18.49,294.1,14.1
NA,YOR059C ,YOR059C ,156.8,214.96,522,27.76,647.5,38.36
NA,YOR060C ,YOR060C ,28,27.1,88.7,29.77,96.2,28.15
CKA2,YOR061W ,YOR061W ,580.7,33.24,1509.3,25.95,997.3,18.59
NA,YOR062C ,YOR062C ,142.8,17.7,270.1,16.02,224.5,309.07
RPL3,YOR063W ,YOR063W ,8486.4,80.6,11434.1,29.85,8245.7,25.57
YNG1,YOR064C ,YOR064C ,416.2,22.92,604.2,13.3,388.3,16.44
CYT1,YOR065W ,YOR065W ,807.6,32.03,1365.3,30.79,1813.8,24.72
NA,YOR066W ,YOR066W ,146.5,20.93,245.8,12.54,170.9,13.45
ALG8,YOR067C ,YOR067C ,1086.8,29.16,1078.7,18.74,942.5,29.63
NA,YOR068C ,YOR068C ,96.6,239.95,7.5,19.38,56.8,9.64
VPS5,YOR069W ,YOR069W ,145.4,24.84,155.3,30.03,105.3,66.33
GYP1,YOR070C ,YOR070C ,201.7,48.58,244.4,19.42,193.2,29.05
NA,YOR071C ,YOR071C ,58.2,45.6,66.2,5.56,21,N.A.
NA,YOR072W ,YOR072W ,133.6,107.99,56.5,N.A.,118.7,25.6
NA,YOR073W ,YOR073W ,117.8,14.83,247.2,8.31,158.7,60
CDC21,YOR074C ,YOR074C ,307.9,67.29,435.6,68.58,221.3,53.09
CDC21,YOR074C ,YOR074C ,54.3,10.77,116.3,26.3,56.9,13.56
UFE1,YOR075W ,YOR075W ,244.2,50.5,391.9,38.31,299.8,35.05
SKI7,YOR076C ,YOR076C ,306.2,30.28,434,37.17,402.6,31.9
RTS2,YOR077W ,YOR077W ,31.7,N.A.,70.9,13.73,62.6,40.16
BUD21,YOR078W ,YOR078W ,691.1,7.66,831.8,12.85,693.8,10.75
ATX2,YOR079C ,YOR079C ,703.5,22.72,693.5,14.15,468.8,55.05
DIA2,YOR080W ,YOR080W ,267.5,30.49,345.1,24.93,255.8,24.55
NA,YOR081C ,YOR081C ,1142.4,64.52,616,N.A.,380.7,22.35
NA,YOR082C ,YOR082C ,112.4,140.9,99.5,82.16,708.4,31.62
WHI5,YOR083W ,YOR083W ,77.6,60.9,141.9,73.87,136.6,106.92
NA,YOR084W ,YOR084W ,709.5,23.5,717.8,22.67,625.6,N.A.
OST3,YOR085W ,YOR085W ,1853.2,26.55,1972.8,35.57,1345.3,67.83
NA,YOR086C ,YOR086C ,834.7,36.69,707.6,31.27,407.6,N.A.
YVC1,YOR087W ,YOR087W ,118.1,N.A.,266.6,46.66,84.8,N.A.
YVC1,YOR087W ,YOR087W ,118.7,35.67,202,30.84,127.3,N.A.
NA,YOR088W ,YOR088W ,529.4,17.43,402.7,22.52,277.9,199.24
VPS21,YOR089C ,YOR089C ,759,26.17,956.5,26.41,838,46.68
PTC5,YOR090C ,YOR090C ,488.8,34.86,568.4,20.31,241.2,60.5
NA,YOR091W ,YOR091W ,863.4,12.19,715.9,26.35,492.6,17.91
ECM3,YOR092W ,YOR092W ,208.5,98.76,360.7,19.44,268.4,13.81
NA,YOR093C ,YOR093C ,83.7,40.21,235.3,21.6,331.2,9.47
ARF3,YOR094W ,YOR094W ,204.3,12.7,404.7,14.51,330.2,13.83
RKI1,YOR095C ,YOR095C ,484.3,9.33,848.7,8.99,546.4,6.58
RPS7A,YOR096W ,YOR096W ,6382.6,33.81,13168.8,28.88,8348.5,14.09
RPS7A,YOR096W ,YOR096W ,12359.9,42.49,18182.7,21.27,12007.3,16.35
NA,YOR097C ,YOR097C ,226.6,22.2,295.5,22.62,203.4,17.5
NUP1,YOR098C ,YOR098C ,1238.3,12.77,1302.5,15.91,966.4,22.75
KTR1,YOR099W ,YOR099W ,1410.7,38.23,2574.7,44.67,2159,43.26
CRC1,YOR100C ,YOR100C ,112.9,N.A.,57.7,N.A.,136.5,18.15
RAS1,YOR101W ,YOR101W ,1034.9,8.75,938.1,13.93,715.4,8.37
NA,YOR102W ,YOR102W ,68.4,14.98,55.7,N.A.,40,N.A.
OST2,YOR103C ,YOR103C ,344.7,14.85,541.1,20.12,377.6,13.62
PIN2,YOR104W ,YOR104W ,173.9,24.66,144.5,24.57,169.5,40.62
PIN2,YOR104W ,YOR104W ,185.3,15.99,227.1,18.03,278.1,26.55
VAM3,YOR106W ,YOR106W ,148.4,13.27,223.9,18.12,139.3,17.72
RGS2,YOR107W ,YOR107W ,41.8,8.87,55.9,N.A.,26.2,N.A.
NA,YOR108W ,YOR108W ,1664.8,13.08,857,24.22,1064.9,11.4
INP53,YOR109W ,YOR109W ,1112.7,24.93,747.3,33.25,667.2,N.A.
TFC7,YOR110W ,YOR110W ,269.6,78.27,385.3,33.2,257.8,64.14
NA,YOR111W ,YOR111W ,103.7,63.02,127.4,67.45,72.2,N.A.
NA,YOR112W ,YOR112W ,419.7,27.22,480.6,22.21,342,39.17
AZF1,YOR113W ,YOR113W ,70.2,47.43,84,33.83,84.2,114.77
NA,YOR114W ,YOR114W ,30.2,155.3,116.9,21,65.8,N.A.
TRS33,YOR115C ,YOR115C ,326.9,16.58,483.2,35.73,458.7,87.56
RPO31,YOR116C ,YOR116C ,804.1,8.51,902.4,14.35,622.6,26.14
RPT5,YOR117W ,YOR117W ,932.6,56.26,1360.3,46.51,1632.5,319.63
NA,YOR118W ,YOR118W ,223.1,14.36,213.1,20.54,126,33.58
RIO1,YOR119C ,YOR119C ,177,8.72,204,7.83,281.2,9.5
GCY1,YOR120W ,YOR120W ,308.3,N.A.,694.5,N.A.,463.3,90.25
NA,YOR121C ,YOR121C ,16.9,24.22,15.2,582.94,22.1,172.32
PFY1,YOR122C ,YOR122C ,8298,21.97,3423.5,27.75,5262.2,32.22
LEO1,YOR123C ,YOR123C ,448.8,19.62,471.6,42.51,290.3,N.A.
UBP2,YOR124C ,YOR124C ,245.9,36.16,423.8,40.04,401.4,30.67
CAT5,YOR125C ,YOR125C ,95.6,N.A.,322.1,170.27,159.9,177.79
IAH1,YOR126C ,YOR126C ,186.5,45.86,573,43.12,452.8,25.29
RGA1,YOR127W ,YOR127W ,144.7,17.48,384.6,13.04,375,9.6
ADE2,YOR128C ,YOR128C ,2843.1,40.6,4260.3,325.03,1703.9,N.A.
NA,YOR129C ,YOR129C ,143.3,16.86,287.2,17.07,319.3,13.27
ORT1,YOR130C ,YOR130C ,265.1,N.A.,353.9,43.03,238.2,26.25
NA,YOR131C ,YOR131C ,621.7,N.A.,1207.6,123.89,834.9,58.16
VPS17,YOR132W ,YOR132W ,531.4,N.A.,892.7,N.A.,551.9,N.A.
EFT1,YOR133W ,YOR133W ,9036.7,103.44,9480.5,36.94,8204.4,36.53
BAG7,YOR134W ,YOR134W ,4.3,N.A.,6.5,N.A.,43,N.A.
NA,YOR135C ,YOR135C ,10.9,N.A.,16,30.14,75.1,44.76
IDH2,YOR136W ,YOR136W ,4886.8,N.A.,6234.1,83.28,6215.8,117.97
SIA1,YOR137C ,YOR137C ,116.3,53.42,149.1,30.18,138.5,137.77
NA,YOR138C ,YOR138C ,301.4,59.71,590.9,28.99,542.7,72.78
NA,YOR139C ,YOR139C ,203.4,37.37,90.3,33.23,180.3,N.A.
SFL1,YOR140W ,YOR140W ,229.1,9.82,181.2,15.5,189.1,16.07
ARP8,YOR141C ,YOR141C ,354.5,18.56,337.1,19.2,436.6,18.74
LSC1,YOR142W ,YOR142W ,3129.5,58.5,3346.7,34.89,2350.9,61.5
THI80,YOR143C ,YOR143C ,122.1,11.56,120.9,23.58,118.5,16.79
ELG1,YOR144C ,YOR144C ,496.3,7.91,450.6,13.05,433.6,11.42
NA,YOR145C ,YOR145C ,2302,8.13,2362.5,16.83,2130.4,9.8
NA,YOR146W ,YOR146W ,121,11.91,11.8,16.77,28.7,6.95
NA,YOR147W ,YOR147W ,66.3,41.71,54.1,116.38,75.6,229.58
SPP2,YOR148C ,YOR148C ,504.6,12.03,448.7,23.77,401,34.68
SMP3,YOR149C ,YOR149C ,6.4,11.54,59.8,40.05,27.6,27.76
MRPL23,YOR150W ,YOR150W ,1730.5,33.26,1686,58.3,1108.7,116.52
RPB2,YOR151C ,YOR151C ,1688,15.33,1916.5,21.53,1802.1,28.94
NA,YOR152C ,YOR152C ,64.4,N.A.,106.8,27.34,64.4,N.A.
PDR5,YOR153W ,YOR153W ,3742.7,21.5,4372.9,38.52,2801.1,66.72
NA,YOR154W ,YOR154W ,242.3,8.24,182.5,21.09,215.2,13.45
NA,YOR155C ,YOR155C ,295.6,755.77,389.3,222.41,266.1,N.A.
NFI1,YOR156C ,YOR156C ,120.2,13.21,84.4,33.43,89.4,20.74
PUP1,YOR157C ,YOR157C ,2465.2,39.49,3491.8,44.68,3103.4,39.07
PET123,YOR158W ,YOR158W ,302,492.47,671,818.19,581.5,19.89
SME1,YOR159C ,YOR159C ,142.5,19.44,317.5,13.2,237,23.7
MTR10,YOR160W ,YOR160W ,129.9,170.27,440.1,19.57,369.5,21.26
NA,YOR161C ,YOR161C ,49.5,N.A.,151,N.A.,130.5,N.A.
YRR1,YOR162C ,YOR162C ,273,345.69,898.6,28.95,817.6,33.32
DDP1,YOR163W ,YOR163W ,253.3,29.67,386.4,20.78,234.6,25.96
NA,YOR164C ,YOR164C ,553.9,22.4,872.4,193.54,578,42.9
SEY1,YOR165W ,YOR165W ,563.8,97.49,1003.5,48.51,759,45.99
NA,YOR166C ,YOR166C ,153,19.4,181.3,21.02,212.4,10.53
RPS28A,YOR167C ,YOR167C ,2171,18.23,3341.7,32.4,4257,18.8
RPS28A,YOR167C ,YOR167C ,9894.6,32.49,12577.6,33.36,10651.4,25.11
GLN4,YOR168W ,YOR168W ,728,31.97,774.7,47.01,793.4,19.03
NA,YOR169C ,YOR169C ,224.5,35.58,261,25.33,247.1,20.7
NA,YOR170W ,YOR170W ,101.3,65.95,107.5,38.95,83.8,42.34
LCB4,YOR171C ,YOR171C ,244.5,34.68,283.7,27.46,306.3,26.56
NA,YOR172W ,YOR172W ,159,16.06,216.6,21.82,211.9,19.81
NA,YOR173W ,YOR173W ,94.8,N.A.,363.6,N.A.,269.3,N.A.
MED4,YOR174W ,YOR174W ,569.2,32.53,1034.2,30.3,687.3,45.29
NA,YOR175C ,YOR175C ,685.8,45.15,541.6,63.94,508.5,57.37
HEM15,YOR176W ,YOR176W ,969.3,N.A.,1550.8,72.6,627.3,N.A.
MPC54,YOR177C ,YOR177C ,59.2,14.73,56.7,128.84,78.9,33.57
GAC1,YOR178C ,YOR178C ,31.6,N.A.,7.2,N.A.,26.9,N.A.
NA,YOR179C ,YOR179C ,493.3,23.32,411.2,17.45,436.6,20.2
DCI1,YOR180C ,YOR180C ,42,5.98,41.4,20.26,28.6,N.A.
LAS17,YOR181W ,YOR181W ,550.1,29.17,526.2,29.6,445.7,39.71
RPS30B,YOR182C ,YOR182C ,16562.3,31.88,14488.9,43.81,11484.4,38.5
FYV12,YOR183W ,YOR183W ,34,6.03,5.5,N.A.,36.5,18.03
SER1,YOR184W ,YOR184W ,3475.6,24.86,2336.4,57.77,1581.1,361.84
GSP2,YOR185C ,YOR185C ,837.8,N.A.,1225.1,N.A.,459.2,N.A.
NA,YOR186W ,YOR186W ,52.6,N.A.,93.8,N.A.,75.1,N.A.
TUF1,YOR187W ,YOR187W ,2691.1,36.79,1881.3,54.97,1700.1,N.A.
MSB1,YOR188W ,YOR188W ,463.2,13.52,336.6,27.14,492.5,18.27
IES4,YOR189W ,YOR189W ,311.2,14.86,369.9,29.83,237.7,33.38
SPR1,YOR190W ,YOR190W ,49,17.17,41.7,12.14,67,17.72
RIS1,YOR191W ,YOR191W ,53.2,23.92,88,65.76,110.3,19.2
NA,YOR192C ,YOR192C ,44.7,186.02,227,12.8,385.1,24.9
NA,YOR192C ,YOR192C ,112,133.62,86.1,148.66,311.4,17.74
NA,YOR193W ,YOR193W ,54.5,37.8,81.2,98.33,92.8,10.12
TOA1,YOR194C ,YOR194C ,283.4,22.21,664.5,28.95,427.5,16.45
SLK19,YOR195W ,YOR195W ,18.6,11.98,61.8,13.71,49.3,7.46
LIP5,YOR196C ,YOR196C ,218.3,24.98,325.9,52.31,415.2,23.53
MCA1,YOR197W ,YOR197W ,650.1,33.88,1156.9,69.83,1026.4,35.78
BFR1,YOR198C ,YOR198C ,1220.7,48.73,2365.6,49.29,1802.1,11.08
NA,YOR199W ,YOR199W ,4.8,8.22,2.3,14.24,2.8,10.2
NA,YOR200W ,YOR200W ,150.9,44.22,166.8,25.02,410.3,31.55
PET56,YOR201C ,YOR201C ,991.9,20.71,991.6,18.02,676,38.06
HIS3,YOR202W ,YOR202W ,2466.9,14.7,1652.8,30.66,722.7,24.19
NA,YOR203W ,YOR203W ,437.4,15.28,255.6,44.63,264.9,16.3
DED1,YOR204W ,YOR204W ,1194,1695.89,1095,180.32,1952,130.73
NA,YOR205C ,YOR205C ,550.1,24.72,617.6,26,516.4,20
NOC2,YOR206W ,YOR206W ,235.6,19.44,323.1,26.69,322.1,11.11
RET1,YOR207C ,YOR207C ,1723.7,13.32,1891.4,20.92,1756.3,18.19
PTP2,YOR208W ,YOR208W ,178.4,121.16,304.5,19.21,605.6,205.44
NPT1,YOR209C ,YOR209C ,1241.5,22.04,1301.8,45.14,1201.3,31.17
RPB10,YOR210W ,YOR210W ,4457.8,15.75,4621.6,20.17,4128,14.25
MGM1,YOR211C ,YOR211C ,202.2,25.86,187.3,213.59,245.5,53.02
STE4,YOR212W ,YOR212W ,1942.5,24.46,1924.3,32.87,1505.1,27.46
SAS5,YOR213C ,YOR213C ,86.8,14.35,129.8,24.74,188.2,20.64
NA,YOR214C ,YOR214C ,8.2,33.67,4.6,N.A.,14.1,N.A.
NA,YOR215C ,YOR215C ,442.1,N.A.,439.4,130.78,272.7,N.A.
RUD3,YOR216C ,YOR216C ,184.5,21.37,206.1,39.23,120.1,19.39
RFC1,YOR217W ,YOR217W ,434.7,14.1,416.1,22.89,362.5,29.75
NA,YOR218C ,YOR218C ,171.7,52.55,162.7,34.52,116.3,N.A.
STE13,YOR219C ,YOR219C ,313.7,56.32,287.5,30.6,436.8,50.07
NA,YOR220W ,YOR220W ,677.2,N.A.,1167.8,N.A.,1149.1,N.A.
MCT1,YOR221C ,YOR221C ,546.8,19.26,511.1,36.1,505.5,19.92
MCT1,YOR221C ,YOR221C ,2.6,N.A.,24.2,N.A.,26.4,N.A.
ODC2,YOR222W ,YOR222W ,212.9,23.32,350.3,51.08,606.3,12.25
NA,YOR223W ,YOR223W ,138,N.A.,461.8,27.76,299.6,N.A.
RPB8,YOR224C ,YOR224C ,3221.7,15.25,4937.7,15.78,3409.1,11.31
NA,YOR225W ,YOR225W ,56.4,N.A.,132.9,75.24,225.3,27.86
ISU2,YOR226C ,YOR226C ,906,N.A.,1363.8,N.A.,1250.2,N.A.
NA,YOR227W ,YOR227W ,414.3,907.58,752,24.03,820.5,N.A.
NA,YOR228C ,YOR228C ,228.6,N.A.,307.2,21.4,352.4,35.86
WTM2,YOR229W ,YOR229W ,2556.6,12.6,2964.1,17.1,3123,14.7
WTM1,YOR230W ,YOR230W ,3854.4,N.A.,4817.6,498.94,2319,N.A.
MKK1,YOR231W ,YOR231W ,346.4,29.49,345.3,24.95,434.2,65.85
MGE1,YOR232W ,YOR232W ,1077.5,38.92,1324.3,49.07,926.8,28.5
KIN4,YOR233W ,YOR233W ,1030,8.68,838.9,23.42,729.2,19.08
RPL33B,YOR234C ,YOR234C ,8827.5,22.62,7435.5,24.09,4993.5,14.6
NA,YOR235W ,YOR235W ,25.2,4.97,2.2,39.4,8.6,9.07
DFR1,YOR236W ,YOR236W ,952.7,12.35,1164.7,14.02,327.6,18.29
HES1,YOR237W ,YOR237W ,5.4,71.49,6.2,N.A.,28.3,67.69
NA,YOR238W ,YOR238W ,342.5,38.49,527,65.35,438.9,41.88
ABP140,YOR239W ,YOR239W ,264.4,22.29,465.4,50.76,319.9,32.13
NA,YOR240W ,YOR240W ,824,30.38,889.9,38.29,806.9,17.5
MET7,YOR241W ,YOR241W ,1497,15.89,1491,34.86,1326.7,31.99
SSP2,YOR242C ,YOR242C ,74.8,10.88,107,14.2,170.7,11.07
NA,YOR243C ,YOR243C ,1654.6,12.79,1515.2,22.45,1652.6,14.63
ESA1,YOR244W ,YOR244W ,372.2,38.54,423.2,36.69,311.7,184.11
DGA1,YOR245C ,YOR245C ,613.7,83.72,639.2,54,621.8,N.A.
NA,YOR246C ,YOR246C ,1295.5,16.7,1647.7,16.34,1305.8,23.35
SRL1,YOR247W ,YOR247W ,8694.7,23.73,11544.4,28.87,7524.5,30.19
SRL1,YOR247W ,YOR247W ,7140.6,24.73,7980.1,31.25,6116.6,32.09
NA,YOR248W ,YOR248W ,2122,20.01,2427.3,30.95,2148.9,21.51
APC5,YOR249C ,YOR249C ,95.2,39.98,96.4,24.91,161.8,86.65
CLP1,YOR250C ,YOR250C ,201.5,37.56,374.5,50.31,269.8,326.35
NA,YOR251C ,YOR251C ,838,33.47,1097.5,38.62,749.2,48.93
NA,YOR252W ,YOR252W ,193.5,8.48,213.2,18.7,181.5,14.31
ARD2,YOR253W ,YOR253W ,1348.9,11.8,1143.1,16.03,921.4,21.77
